id,name,category,rating,review_count,image,description,hashtag,price,contact,created_at
12086,은평한옥마을,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5526/202410/20241014/bd7da8f8-d870-4054-9343-464dbe291776.jpg,"💒단독홀 (1층)
- 스타일: 한옥 / 소규모 
- 예식 간격: 하루 두 타임 진행 
- 보증인원: 30명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 80명

📝체크 리스트
- 구파발역 부근
- 외부 주차 150대 수용","하우스,야외,스테이크,한식,식대 48,000,360,360,동시,분리,한옥,밝은",14600000,010-7921-4876,2026-03-13 08:13:33
12298,프라움 하우스웨딩,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6214/202410/20241030/6deaa952-87d8-498c-8158-e0bd0bc76254.jpg,"💒야외홀 (1층)
- 스타일: 밝은 / 야외 / 소규모
- 예식 간격: 하루 한 타임 진행(토) / 하루 두 타임 진행(일)
- 보증인원: 50명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

📝체크 리스트
- 도심역 부근
- 외부 주차 200대 수용
- 셔틀버스 운행
- 애견화동
- 플라워랩핑","동시,분리,360,360,식대 85,000,양식코스,뷔페,하우스,야외,밝은",17000000,010-9562-7009,2026-03-13 08:13:33
14016,해피뉴데이 파주점,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/7391/202505/20250529/37a578b7-f0c7-4bf2-97df-961ba8521407.jpg,,"야외,한옥,뷔페,식대 66,000,270,270,분리",9620000,01033551147,2026-03-13 08:13:33
12740,다이닝몽드 다산점,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6332/202411/20241113/4224b6c5-8141-4677-ab20-a4883d8ec439.jpg,"💒포레스트홀 (B1층)
- 스타일: 밝은 / 하우스 / 소규모
- 예식 간격: 하루 세 타임 진행
- 보증인원: 50명
- 예식형태: 분리예식
- 식사형태: 한상차림 / 뷔페
- 최대 수용인원: 200명

📝체크 리스트
- 도농역 부근
- 건물 내 주차 3,000대 수용","하우스,코스,180,180,동시,분리,식대 65,000,밝은",9200000,031-560-9890,2026-03-13 08:13:33
13176,로즈가든 하우스웨딩,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6843/202412/20241211/da9a4513-6ee1-4d1c-a6d7-6bd641f181b5.jpg,"💒로즈가든홀 (3층)
- 스타일: 하우스
- 예식 간격: 하루 세 타임 진행
- 보증인원: 100명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 220명

💒퀸즈가든홀 (5층)
- 스타일: 하우스 / 야외
- 예식 간격: 하루 세 타임 진행
- 보증인원: 100명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 220명

📝체크 리스트
- 청명역 부근
- 건물 내 주차 500대 수용
- 셔틀버스 운행
- 애견 화동
- 플라워 랩핑","하우스, 야외,뷔페,식대 65,000,180,분리,180",23000000,031-217-2208,2026-03-13 08:13:33
13198,카루소웨딩,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6870/202412/20241212/eb362f78-d8ac-4927-8976-17a73bffff71.jpg,"💒단독홀
- 스타일: 밝은 / 야외
- 예식 간격: 하루 두 타임 진행
- 보증인원: 50명
- 예식형태: 분리예식 / 동시예식
- 식사형태: 뷔페
- 최대 수용인원: 150명

📝체크 리스트
- 건물 내 주차 30대 수용
- 셔틀버스 운행
- 애견 화동
- 플라워랩핑","밝은,뷔페,식대 89,000,분리, 동시,180,180",14350000,010-7271-5033,2026-03-13 08:13:33
3477,오펠리스,HALL,69.0,118,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6482/202510/20251001/9c7e4ee1-044d-4d2b-8989-24e9e8fbc6fd.png,"💒라비제홀 (20층)
- 스타일: 밝은 
- 예식 간격: 90분
- 보증인원: 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크 리스트
- 시청역 도보 3분
- 건물 내 주차 500대 수용","일반 컨벤션,뷔페,분리,식대 75,000,90,90,밝은",32250000,02-2130-2300,2026-03-13 08:13:33
13984,스페이스566 웨딩컨벤션,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/7358/202505/20250519/9fcf9f7d-1a3a-430d-9af3-47a86a76286f.png,,,14900000,010-5959-2566,2026-03-13 08:13:33
13046,시엠프레 그레이스가든,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6697/202410/20241017/fe4c89e6-f024-4379-ac2b-d9e60b86fab7.png,,"식대 69,000",15800000,032-812-7770,2026-03-13 08:13:33
11180,라이즈호텔,HALL,0.0,7,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4391/202412/20241216/15120e9f-fbe4-45f2-b098-3dfa7367c92d.jpg,"💒단독홀 (1층)
- 스타일: 밝은 / 하우스 
- 예식 간격: 하루 두 타임 진행
- 보증인원: 50명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 250명

📝체크리스트
- 홍대입구역 도보 5분
- 건물 내 주차 120대 수용","호텔 예식,코스,식대 100,000,300,300,동시,하우스",24000000,02-330-7711,2026-03-13 08:13:33
11958,메리스에이프럴,HALL,88.0,244,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5498/202409/20240906/e73e1109-c1be-4dbc-98c6-485aa987b571.jpg,"💒단독홀 (1층)
- 스타일: 밝은 / 하우스
- 예식 간격: 하루 세 타임 진행
- 보증인원: 저녁 60명~점심 100명
- 예식형태: 동시예식
- 식사형태: 뷔페
- 최대 수용인원: 250명

📝체크리스트
- 신논현역 도보 8분
- 건물 내 주차 50대 수용
- 셔틀버스 운행
- 애견 화동
- 플라워 랩핑","하우스,뷔페,식대 70,000,동시,180,180,밝은",15000000,02-514-3676,2026-03-13 08:13:33
13004,그랑파사쥬 웨딩앤파티,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6656/202410/20241017/dd33564b-0d00-43bb-88d0-5cb8cf4b8cb1.jpg,,,15250000,031-793-7455,2026-03-13 08:13:33
1512,더뉴컨벤션웨딩,HALL,63.0,151,https://dnna01d8m6k3w.cloudfront.net/partner/202211/20221117/888f3ec3-490e-4762-b27b-39596e143c59.PNG,"💒르노브홀  (1층)
- 스타일: 어두운 / 하우스
- 예식 간격: 70분
- 보증인원: 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 600명

💒더뉴홀 (2층)
- 스타일: 어두운 / 하우스
- 예식 간격: 70분
- 보증인원: 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 600명

📝체크 리스트
- 발산역 도보 3분
- 건물 내 주차 600대 수용
- 애견 화동","일반 컨벤션,뷔페,식대 92,000,분리,하우스,70,70,어두운",29500000,1661-3303,2026-03-13 08:13:33
13015,세인트 메리엘_강남,HALL,0.0,12,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6663/202410/20241025/37a560c8-c3d3-42af-8d95-310bc372ae2a.png,"💒세인트홀 (2층)
- 스타일: 어두운 / 하우스 
- 예식 간격: 90분 (2시 이후는 80분 간격)
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 350명

💒메리엘홀 (1층)
- 스타일: 밝은 / 하우스 
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페 
- 최대 수용인원: 350명

📝체크리스트
- 강남역 도보 6분 
- 건물 내 주차 150대 수용
- 셔틀버스 운행 
- 신부 전용 엘레베이터","식대 98,000,뷔페,90,분리,어두운,밝은,하우스",29400000,02-538-3300,2026-03-13 08:13:33
3208,스타시티아트홀,HALL,77.0,187,https://dnna01d8m6k3w.cloudfront.net/profile/202512/20251212/dca3b427-861c-473b-910b-47fc4d6e626e.jpg,"💒단독홀 (5층)
- 스타일: 컨벤션
- 예식 간격: 80분(토), 70분(일)
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 한상차림 / 세미뷔페
- 최대 수용인원: 950명

📝체크 리스트
- 건대입구역 도보 3분
- 건물 내 주차 1,000대 수용","컨벤션,한상차림,분리,80,80,식대 85,000,뷔페,밝은,일반홀",34500000,02-430-8000,2026-03-13 08:13:33
775,메종드아나하_강남,HALL,79.0,141,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/7536/202512/20251219/9dad536d-ba32-401a-a49b-5253bb50312f.jpg,"💒단독홀 (B1층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크리스트
- 역삼역 도보 10분
- 건물 내 주차 350대 수용
- 셔틀버스 운행
- 애견 화동 ","컨벤션,일반 컨벤션,식대 150,000,90,분리,뷔페,90,밝은",60500000,02-554-6000,2026-03-13 08:13:33
12884,누아주가든,HALL,0.0,1,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6502/202410/20241016/a38dced1-c485-43ea-b6dc-7d694fbd25a3.jpg,"💒누아주가든홀
- 스타일: 밝은 / 야외 / 소규모
- 예식 간격: 하루 두 타임 진행
- 보증인원: 80명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 200명

📝체크 리스트
- 미사역 부근
- 외부 주차 100대 수용
- 셔틀버스 운행
- 플라워랩핑","야외,코스,식대 59,000,240,240,동시,밝은",11880000,070-4610-2480,2026-03-13 08:13:33
12830,파티오벨라,HALL,0.0,7,https://dnna01d8m6k3w.cloudfront.net/profile/202401/20240123/5d9c1c5d-cb0e-4541-9ac2-7057d8cea4ac.jpg,"💒마리가든홀 (1층)
- 스타일: 밝은 / 하우스 
- 예식 간격: 80분(토), 90분(일)
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 570명

📝체크 리스트
- 범계역 도보 1분
- 건물 내 주차 500대 수용","하우스,뷔페,식대 75,000,80,90,분리,밝은",27600000,031-386-0077,2026-03-13 08:13:33
8720,소노펠리체 컨벤션,HALL,82.0,199,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2458/202410/20241020/75b8ad0a-1e42-4d17-ba8f-1b84ba443c13.png,"💒다이아몬드홀 (4층)
- 스타일: 밝은 / 채플 
- 예식 간격: 120분
- 보증인원: 저녁 250명~점심 350명
- 예식형태: 분리예식
- 식사형태: 코스
- 최대 수용인원: 600명

📝체크리스트
- 삼성역 도보 7분
- 건물 내 주차 600대 수용","일반 컨벤션,코스,분리,식대 77,000,120,120,어두운",35450000,02-2222-7401,2026-03-13 08:13:33
13219,더힐파노라마,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/profile/202502/20250206/ad062aa2-5a88-41c1-833a-7be5039758c0.jpg,"

",,6800000,010-7283-7222,2026-03-13 08:13:33
11391,하우스웨딩 트리니티,HALL,0.0,5,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4759/202410/20241015/b25c9221-59c8-4fc8-b839-52f3ee844e65.jpg,"💒테라스 (야외)
- 스타일: 소규모 / 야외 
- 예식 간격: 120분
- 보증인원: 150명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 300명

📝체크 리스트
- 범계역 도보 1분
- 건물 내 주차 600대 수용","식대 78,000,180,야외,뷔페,밝은",24600000,031-384-7999,2026-03-13 08:13:33
12347,관세비스타,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/profile/202502/20250206/ad838115-1fc5-4bb7-866b-c1e9ad0c0cc1.jpg,"💒야외
- 스타일: 밝은 / 야외
- 예식 간격: 하루 두 타임 예식 진행
- 보증인원: 150명
- 예식형태: 분리예식 / 동시예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

📝체크 리스트
- 건물 내 주차 120대 수용","분리,하우스,동시,360,360,식대 70,000,뷔페,야외",23000000,02-357-9090,2026-03-13 08:13:33
12663,포시즌어데이,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6216/202502/20250206/f1bdaca4-8fc6-4b40-b478-fbe4e86cf269.jpg,,"하우스,뷔페,식대 60,000,300,300,분리",12500000,01072837222,2026-03-13 08:13:33
12700,보코 서울 강남 호텔,HALL,0.0,1,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6278/202411/20241129/dfa9e872-5d1e-4210-af62-1e92b3f25498.jpg,"💒단독홀 (1층)
- 스타일: 호텔
- 예식 간격: 하루 두 타임 진행
- 보증인원: 100명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 270명

📝체크리스트
- 신사역 도보 5분 
- 건물 내 주차 80대 수용
- 플라워랩핑","호텔 예식,코스,식대 99,000,360,360,동시,밝은",31850000,02-3017-3005,2026-03-13 08:13:33
11381,트라디노이,HALL,74.0,57,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4739/202507/20250721/16109a9c-7dc9-464e-9dd1-1e82e97b158e.jpeg,"💒단독홀 (6층)
- 스타일: 밝은 / 하우스
- 예식 간격: 하루 두 타임 진행
- 보증인원: 80명
- 예식형태: 동시예식
- 식사형태: 뷔페
- 최대 수용인원: 250명 (본관 200명, 별관 50명)

📝체크리스트
- 삼성역, 학여울역 부근
- 건물 내 주차 30대 수용
- 애견 화동
- 애프터 파티 가능","뷔페,하우스,식대 68,000,240,240,동시,밝은",21500000,02-567-9916,2026-03-13 08:13:33
10494,그랜드힐컨벤션,HALL,78.0,142,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3723/202410/20241011/e6b575d6-33ba-414d-a9ba-a78f6669672f.png,"💒플로리아홀 (1층)
- 스타일: 어두운 / 컨벤션 
- 예식 간격: 하루 세 타임 진행
- 보증인원: 250명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 350명

💒사브리나홀 (2층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 하루 세 타임 진행
- 보증인원: 250명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 480명

💒그랜드볼룸홀 (3층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 하루 세 타임 진행
- 보증인원: 300명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 600명

📝체크리스트
- 삼성역 도보 9분
- 건물 내 주차 400대 수용(외부 주차 400대 수용)
- 셔틀버스 운행
- 애견 화동","일반 컨벤션,식대 99,000,180,동시,코스,180,어두운",36750000,02-6964-7889,2026-03-13 08:13:33
12087,몬드리안서울이태원,HALL,0.0,4,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5528/202410/20241010/72f8cd76-6e23-4f9a-be37-c66140b0cb95.png,"💒단독홀 (3층)
- 스타일: 호텔
- 예식 간격: 하루 두 타임 진행
- 보증인원: 저녁 150명~점심 200명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 380명

📝체크 리스트
- 이태원역, 녹사평역 부근
- 건물 내 주차 220대 수용
- 애견 화동 
- 플라워랩핑","호텔 예식,코스,식대 115,000,180,동시,180,어두운",44075000,02-2076-2076,2026-03-13 08:13:33
10130,브라이드밸리,HALL,81.0,317,https://dnna01d8m6k3w.cloudfront.net/profile/202508/20250823/1d1c5386-3827-4fba-aeef-04d7df259842.jpg,"💒단독홀 (B1층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 620명

📝체크리스트
- 양재역 도보 3분
- 건물 내 주차 250대 수용
- 셔틀버스 운행
- 애견 화동","일반 컨벤션,뷔페,90,분리,90,식대 69,000,어두운",29750000,02-2058-0406,2026-03-13 08:13:33
13023,라비니움,HALL,0.0,15,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6667/202412/20241220/1560e455-28df-4f71-a33c-40907b61d53e.jpg,"💒리츄얼홀 (1층)
- 스타일: 어두운
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

💒블룸홀 (4층)
- 스타일: 밝은 / 하우스
- 예식 간격: 80분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크 리스트
- 천호역 도보 2분
- 동서울 터미널 부근
- 건물 내 주차 150대 수용(외부 주차 2,000대 수용)
- 셔틀버스 운행","일반 컨벤션,뷔페,식대 110,000,분리,밝은",46100000,02-472-7004,2026-03-13 08:13:33
3308,마리아쥬스퀘어,HALL,76.0,111,https://dnna01d8m6k3w.cloudfront.net/partner/202506/20250611/4e937e4e-b7d8-4233-89bc-d8627f4c157f.png,"💒단독홀 (G층)
- 스타일: 밝은 / 채플
- 예식 간격: 120분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 한상차림
- 최대 수용인원: 550명

📝체크리스트
- 압구정로데오역 부근
- 건물 내 주차 300대 수용
- 셔틀버스 운행
- 애견 화동
- 플라워 랩핑","하우스,한상차림,식대 89,000,120,분리,120,밝은",29650000,02-541-5007,2026-03-13 08:13:33
12112,포포인츠 바이 쉐라톤 강남,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5556/202410/20241007/4bde2b68-9c4e-47fe-9c6f-7cb52b5651ce.png,"💒미팅룸 1
- 스타일: 호텔 / 소규모
- 예식 간격: 하루 한 타임 진행
- 보증인원: 30명
- 예식형태: 동시예식
- 식사형태: 뷔페 / 코스
- 최대 수용인원: 40명

💒에볼루션 (3층)
- 스타일: 호텔 / 소규모
- 예식 간격: 하루 한 타임 진행
- 보증인원: 50명
- 예식형태: 동시예식
- 식사형태: 뷔페 / 코스
- 최대 수용인원: 60명

💒펜트하우스 (23층)
- 스타일: 호텔 / 소규모
- 예식 간격: 하루 한 타임 진행
- 보증인원: 13명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 13명

📝체크리스트
- 압구정역 부근
- 건물 내 주차 40대 수용","호텔 예식,코스,뷔페,식대 88,000,360,밝은",7100000,02-2160-8931,2026-03-13 08:13:33
1254,엘타워,HALL,74.0,162,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3175/202501/20250121/cb9a252d-b9b5-4765-8bb2-9fc6e17b4bf8.jpg,"💒그랜드홀 (7층)
- 스타일: 어두운
- 예식 간격: 하루 세 타임 진행
- 보증인원: 300명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 370명

💒그레이스홀 (6층)
- 스타일: 어두운
- 예식 간격: 하루 세 타임 진행
- 보증인원: 300명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 370명

💒오르체홀 (5층)
- 스타일: 어두운
- 예식 간격: 하루 세 타임 진행
- 보증인원: 250명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 300명

📝체크리스트
- 양재역 도보 1분 
- 건물 내 주차 700대 수용                                                                                                                                   ","일반 컨벤션,코스,식대 130,000,180,동시,180,어두운",51500000,02-526-8600,2026-03-13 08:13:33
12941,해피뉴데이 디토,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6568/202506/20250602/2fc21ae6-d971-4188-9632-e12962c7423e.jpg,"💒하우스홀 (1층)
- 스타일: 하우스
- 예식 간격: 하루 두 타임 진행
- 보증인원: 50명~90명
- 예식형태: 동시예식
- 식사형태: 뷔페 / 코스
- 최대 수용인원: 100명

📝체크리스트
- 서초역 도보 14분
- 건물 내 주차 50대 수용                                                                                                                                                  ","하우스,밝은,코스,동시,360,360,식대 80,000,뷔페",9403000,010-3355-1147,2026-03-13 08:13:33
12942,해피뉴데이 캐롤라인,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6569/202410/20241016/89238524-179e-4a53-ac61-168779f152c0.png,"💒로리스홀 (3층)
- 스타일: 하우스
- 예식 간격: 하루 두 타임 진행
- 보증인원: 10명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 50명

📝체크리스트
- 강남역 도보 3분
- 건물 내 주차 50대 수용","동시,360,360,하우스,코스,식대 77,000",2970000,010-3355-1147,2026-03-13 08:13:33
1478,호텔리베라 웨딩홀,HALL,75.0,56,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5320/202504/20250405/5a7d73e8-5aec-4d14-a426-4e28d7c1b5b1.jpg,"💒몽블랑홀 (3층)
- 스타일: 어두운 / 호텔 
- 예식 간격: 하루 세 타임 진행
- 보증인원: 150명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 220명

💒베르사이유홀 (3층)
- 스타일: 어두운 / 호텔 
- 예식 간격: 하루 세 타임 진행
- 보증인원: 150명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 400명

📝체크리스트
- 청담역 도보 6분
- 건물 내 주차 400대 수용","호텔 예식,코스,식대 70,000,180,동시,180,어두운",18700000,02-3438-4301,2026-03-13 08:13:33
1425,W힐스컨벤션,HALL,81.0,77,https://dnna01d8m6k3w.cloudfront.net/profile/202511/20251104/bbce1c6e-ff2a-441a-acf7-95896e2a5d46.jpg,"💒단독홀 (B1층)
- 스타일: 어두운 
- 예식 간격: 70분
- 보증인원: 저녁 150명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 550명

📝체크 리스트
- 야탑역 도보 1분
- 건물 내 주차 2,500대 수용","일반 컨벤션,뷔페,식대 69,000,60,90,분리,어두운",20800000,031-725-2000,2026-03-13 08:13:33
3823,더아리엘,HALL,73.0,148,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5072/202601/20260120/8a9d2d87-81cb-4075-b2aa-d12a865f8806.png,"💒스카이가든홀 (6층)
- 스타일: 밝은 / 하우스
- 예식 간격: 60분
- 보증인원: 저녁 150명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 1,000명

📝체크 리스트
- 광교중앙역 부근
- 건물 내 주차 1,000대 수용
- 애견 화동","일반 컨벤션,뷔페,식대 72,000,분리,60,하우스,60,밝은",23750000,031-214-9300,2026-03-13 08:13:33
13155,아연당,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6822/202508/20250810/7d0f8405-4548-4f4a-8b79-993696a578c2.jpg,"💒단독홀 (야외)
- 스타일: 야외 / 한옥 
- 예식 간격: 하루 두 타임 진행
- 보증인원: 100명
- 예식형태: 동시예식/분리예식
- 식사형태: 세미뷔페
- 최대 수용인원: 300명

📝체크 리스트
- 정자역 부근
- 외부 주차 100대 수용
- 셔틀버스 운행","식대 90,000",26500000,031-709-8094,2026-03-13 08:13:33
1569,엘블레스,HALL,73.0,247,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3867/202410/20241014/3dc39737-a438-42fe-8ea8-2641ea6015c2.png,"💒단독홀 (LL층)
- 스타일: 어두운
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 550명

📝체크리스트
- 양재역 도보 1분
- 건물 내 주차 900대 수용
- 애견 화동 ","일반 컨벤션,뷔페,식대 100,000,90,90,분리,어두운",41000000,02-526-0300,2026-03-13 08:13:33
12530,성균관컨벤션,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6044/202601/20260108/1aded90c-989b-4aa5-816c-874e6e85485e.jpg,"💒스토리홀 (3층)
- 스타일: 밝은 / 컨벤션
- 예식 간격: 90분
- 보증인원: 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크 리스트
- 혜화역 부근
- 외부 주차 350대 수용
- 셔틀버스 운행                                                                                                                                                                                              ","일반 컨벤션,뷔페,분리,70,90,식대 65,000",27100000,02-744-0677,2026-03-13 08:13:33
1483,아이티컨벤션,HALL,87.0,475,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2823/202410/20241013/c055aa5b-05db-4308-a388-658fe7b7f14c.jpg,"💒아모르홀 (2층)
- 스타일: 컨벤션
- 예식 간격: 70분
- 보증인원: 저녁 150명~점심 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

💒그레이스홀 (2층)
- 스타일: 컨벤션
- 예식 간격: 70분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 800명

📝체크 리스트
- 청명역 부근
- 건물 내 주차 1,800대 수용
- 셔틀버스 운행
- 애견 화동 (소형)","일반 컨벤션,뷔페,식대 68,000,분리,60,60,어두운",21600000,031-255-7000,2026-03-13 08:13:33
14050,글로스터호텔,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/7423/202506/20250611/0544e92d-3915-4b93-b492-95971334bbc3.png,"💒단독홀 (5층)
- 스타일: 밝은 / 호텔 
- 예식 간격: 90분
- 보증인원: 250명
- 예식형태: 분리예식 
- 식사형태: 뷔페 / 한상차림 
- 최대 수용인원: 400명

📝체크 리스트
- 소래포역 도보 2분 
- 건물 내 주차 150대 수용(외부 주차 200대 수용)","밝은,호텔,하우스,뷔페,한상차림,식대 65,000,120,120,분리",12700000,032-432-1101,2026-03-13 08:13:33
13074,메종디탈리,HALL,0.0,2,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6743/202409/20240913/3f2fe147-bcaf-498f-965e-2141a3cbac66.jpg,"* 단독홀 
- 웨딩 단독 건물
- 밝은홀
- 야외 예식 느낌의 하우스 웨딩
- 예식 간격 360분
- 보증인원 : 150명
- 동시/코스
- 최대 수용 인원 400명

✔️ 체크 포인트 
- 수서역 셔틀버스 10분 간격 운행 / 15분 거리
- 건물 내 주차 130대 수용
- 저녁 예식 진행 시 애프터 파티 가능 
- 커스터마이징 가능
- 플라워 랩핑 서비스 가능
- 평일 예식 진행 가능
* 24년 10월 신규 오픈 웨딩홀","하우스,코스,식대 100,000,360,360,동시",49100000,025796166,2026-03-13 08:13:33
12948,에뜨왈 드 포레,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partner/202310/20231014/b6977eb8-0c75-466d-bfd6-913374903e5d.jpg,,"하우스,야외,밝은,뷔페,식대 77,000,180,180,분리",29400000,031-267-0555,2026-03-13 08:13:33
13291,가든더블유스튜디오,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partner/202504/20250424/aad0cc5d-c989-4c09-9ac4-e4cada2eb3ce.jpg,"💒단독홀 (2층)
- 스타일: 밝은 / 하우스 / 소규모
- 예식 간격: 하루 두 타임 진행 
- 보증인원: 50명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 150명

📝체크 리스트
- 양원역 도보 8분 거리
- 인근 길가에 편하게 주차 가능 ","식대 78,000,밝은,뷔페,동시,5,5",18700000,010-7271-5033,2026-03-13 08:13:33
12268,루나드블랑,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6110/202410/20241014/9b2d377a-22b0-4e36-9828-b9c32508d5c1.png,"💒단독홀 (야외)
- 스타일: 밝은 / 야외  
- 예식 간격: 하루 두 타임 진행
- 보증인원: 10명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 100명

📝체크 리스트
- 판교역 부근
- 외부 주차 40대 수용","하우스,식대 68,000,180,밝은",12800000,031-8016-0361,2026-03-13 08:13:33
